baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,diffexpressed
ENSG00000181722,417.794060579876,1.26214827917226,0.33407410794265,3.77804878966833,0.000158061917422402,0.00499892525650191,Up-regulated
ENSG00000179388,80.2384043394886,2.00872636694016,0.53306607092388,3.76825027235132,0.000164395837097831,0.00514273064312564,Up-regulated
ENSG00000186480,562.944244095934,1.28302500707135,0.341208169064485,3.76024117649092,0.000169749623589985,0.00526254308824393,Up-regulated
ENSG00000235823,114.545314865598,1.37299416944861,0.36622544062451,3.74904093802795,0.000177512110168378,0.00544454550335267,Up-regulated
ENSG00000104415,1002.9920086728,1.16735463104233,0.311967995321047,3.74190509459472,0.000182630490078629,0.00558170496049164,Up-regulated
ENSG00000183775,124.551770437763,1.57135512325985,0.42034966817767,3.73820950084749,0.000185335480180303,0.00563586342174183,Up-regulated
ENSG00000205208,929.256753168971,1.07907109929282,0.290094116760318,3.71972762268864,0.000199437739433646,0.00602562699014955,Up-regulated
ENSG00000114670,201.028397004363,1.33559050897455,0.360376497866213,3.70609769749851,0.000210477136647345,0.00632090294891538,Up-regulated
ENSG00000092969,192.3921361188,1.20505757032494,0.325420833348314,3.70307444033586,0.000213002347542174,0.00636898141558313,Up-regulated
ENSG00000184564,49.4837842786349,3.01518642407504,0.815808163839604,3.6959502953293,0.000219065831796869,0.00647744654703482,Up-regulated
ENSG00000162849,643.146580922693,1.10117370148096,0.298009681485457,3.69509371639223,0.000219805697983719,0.00648821332099634,Up-regulated
ENSG00000101825,9473.43455666028,1.41994491652355,0.387701766871878,3.66246697295241,0.000249797966625247,0.00727404938901309,Up-regulated
ENSG00000196950,1356.85233712453,1.21680264697314,0.332373391216372,3.66095084362818,0.000251280970446744,0.00730491548430029,Up-regulated
